party,text,clean_text,posted_date,year,name,chamber
R,"AI development in the United States is good news. As this new technology advances, it’s important for America to set the standard rather than having the standards set for us by other countries, such as China.","AI development in the United States is good news. As this new technology advances, it’s important for America to set the standard rather than having the standards set for us by other countries, such as China.",2024-07-01 16:37:20.000,2024,"Rounds, Mike",Senate
D,"It's important for us all to understand that AI systems can easily reflect & even amplify human bias.

We need to bake our democratic values, transparency, & accountability into future AI systems, so we can shine a light on inequities in our society instead of making them worse.","It's important for us all to understand that AI systems can easily reflect & even amplify human bias. We need to bake our democratic values, transparency, & accountability into future AI systems, so we can shine a light on inequities in our society instead of making them worse.",2023-08-09 19:54:15.000,2023,"Clarke, Yvette ",House
D,"I’m proud that the AI Education Act—legislation I authored to fund and expand K-12 AI learning—was advanced out of the House tonight as part of the #FY21NDAA!

I received the recommendation to build AI training last year from a then @ShakerHS_NY senior, Nathan Wang. 2/3","I’m proud that the AI Education Act—legislation I authored to fund and expand K-12 AI learning—was advanced out of the House tonight as part of the #FY21NDAA! I received the recommendation to build AI training last year from a then @ShakerHS_NY senior, Nathan Wang. 2/3",2020-12-08 23:50:05.682,2020,Paul Tonko D-NY,House
D,"During our @EnergyCommerce hearing today on Holding Big Tech Accountable, I asked Mutale Nkonde, CEO at AI for the People U.S. to share some examples of how algorithmic systems have led to biased and discriminatory decisions that have major impacts on people's lives. https://t.co/9jYRAWaYRO","During our @EnergyCommerce hearing today on Holding Big Tech Accountable, I asked Mutale Nkonde, CEO at AI for the People U.S. to share some examples of how algorithmic systems have led to biased and discriminatory decisions that have major impacts on people's lives.",2022-03-01 21:57:26.079,2022,Yvette Clarke D-NY,House
R,"SOON: At 12 p.m. CT, the House Budget Committee will examine the future of artificial intelligence (AI) and its potential impacts on the economy and workforce. While important, I wish our discussions were focused on the need to produce a budget. Watch: https://t.co/R0oG4hlVMD","SOON: At 12 p.m. CT, the House Budget Committee will examine the future of artificial intelligence (AI) and its potential impacts on the economy and workforce. While important, I wish our discussions were focused on the need to produce a budget. Watch:",2020-09-10 16:41:01.480,2020,Steve Womack R-AR,House
D,"As artificial intelligence continues to evolve and permeate our society, it's imperative we take proactive steps to ensure peoples' safety online—especially from nonconsensual deepfakes.
 
Next week, I'll be announcing more about my legislation to help curb this disturbing trend.","As artificial intelligence continues to evolve and permeate our society, it's imperative we take proactive steps to ensure peoples' safety online—especially from nonconsensual deepfakes. Next week, I'll be announcing more about my legislation to help curb this disturbing trend.",2024-01-13 22:06:19.000,2024,"Morelle, Joe",House
D,"(1/3) @RepAOC is absolutely correct about this.

Just last year, @Amazon’s faulty facial recognition software matched me and dozens of Members of Congress to criminals — disproportionality targeting #POC Members.

@JeffBezos wants to sell this software to federal law enforcement. https://t.co/BwVITCKIPb","(1/3) @RepAOC is absolutely correct about this. Just last year, @Amazon’s faulty facial recognition software matched me and dozens of Members of Congress to criminals — disproportionality targeting #POC Members. @JeffBezos wants to sell this software to federal law enforcement.",2019-01-23 23:48:59.338,2019,Jimmy Gomez D-CA,House
D,I'm looking forward to discussing how developments in #AI are changing our economy and what we are doing in Congress to better understand this transformation. Tune in! ,I'm looking forward to discussing how developments in #AI are changing our economy and what we are doing in Congress to better understand this transformation. Tune in!,2019-10-16 15:41:42.305,2019,Bill Foster D-IL,House
D,"Algorithmic bias reduces the benefits of AI and can cause tremendous harm to vulnerable populations.

Bravo to the Bias Buccaneers for holding their important competition to help identify bias quickly and ensuring AI benefits everyone.",Algorithmic bias reduces the benefits of AI and can cause tremendous harm to vulnerable populations. Bravo to the Bias Buccaneers for holding their important competition to help identify bias quickly and ensuring AI benefits everyone.,2022-10-21 17:08:50.000,2022,"Eshoo, Anna ",House
D,"Regulating AI requires a revolutionary change in how government officials think. Several members of congress have risen to the challenge, but more is needed. 
@RepDonBeyer
 joins @djorthkopf to share his work to comprehensively address AI in congress.
https://ow.ly/U5wX50SnrAQ","Regulating AI requires a revolutionary change in how government officials think. Several members of congress have risen to the challenge, but more is needed. @RepDonBeyer joins @djorthkopf to share his work to comprehensively address AI in congress.",2024-06-23 17:00:08.000,2024,"Beyer, Don",House
D,"It's terrible to see more young girls targeted by explicit, AI-generated deepfakes. They are dangerous, abusive, and far too common.

How many more victims must there be before 
@Jim_Jordan
 and 
@JudiciaryGOP
 take up my bill to make deepfakes a federal crime?","It's terrible to see more young girls targeted by explicit, AI-generated deepfakes. They are dangerous, abusive, and far too common. How many more victims must there be before @Jim_Jordan and @JudiciaryGOP take up my bill to make deepfakes a federal crime?",2024-02-27 20:09:00.000,2024,"Morelle, Joe",House
R,"I had the pleasure of speaking with Medical Alley, on the transformative potential of AI in American healthcare as well as the obstacles we face ahead.
 
We must erect sensible guardrails that enable innovation and at the same time protect consumers.","I had the pleasure of speaking with Medical Alley, on the transformative potential of AI in American healthcare as well as the obstacles we face ahead. We must erect sensible guardrails that enable innovation and at the same time protect consumers.",2024-03-09 14:50:03.000,2024,"Murphy, Gregory ",House
R,"Americans of every age, in every district, and from every background will be impacted by artificial intelligence.

It’s critical that we foster an informed public to ensure that the U.S. will lead and thrive in the digital age.","Americans of every age, in every district, and from every background will be impacted by artificial intelligence. It’s critical that we foster an informed public to ensure that the U.S. will lead and thrive in the digital age.",2024-01-04 21:41:59.000,2024,"Bucshon, Larry",House
D,"Deepfakes aren't something from a science fiction novel—they're a very real, dangerous trend that can cause irreparable harm. And sadly, women are often the target.

I'm advocating for my legislation to make them illegal and hold perpetrators accountable.","Deepfakes aren't something from a science fiction novel—they're a very real, dangerous trend that can cause irreparable harm. And sadly, women are often the target. I'm advocating for my legislation to make them illegal and hold perpetrators accountable.",2023-12-02 14:48:00.000,2023,"Morelle, Joe",House
D,"We had a productive discussion on the latest in AI development & safety at the AI Task Force roundtable this week. 
 
Guardrails are key to safe AI technology deployment—it was great to hear from industry leaders about executing good governance without stifling innovation.",We had a productive discussion on the latest in AI development & safety at the AI Task Force roundtable this week. Guardrails are key to safe AI technology deployment—it was great to hear from industry leaders about executing good governance without stifling innovation.,2024-05-02 18:36:34.000,2024,"Foushee, Valerie",House
D,"Deep fakes are interfering with our democracy from both sides, especially in our electoral process. Congress MUST place safeguards on AI to eliminate this election interference.","Deep fakes are interfering with our democracy from both sides, especially in our electoral process. Congress MUST place safeguards on AI to eliminate this election interference.",2024-01-24 22:16:31.000,2024,"Luján, Ben Ray",Senate
D,"There is nothing fundamentally democratic about technologies like AI. Their fate depends on the choices we make and the example we set. My remarks at @CNASdc on the need for a National Tech Strategy to secure America's tech leadership and values:
https://t.co/G4NziV3zks",There is nothing fundamentally democratic about technologies like AI. Their fate depends on the choices we make and the example we set. My remarks at @CNASdc on the need for a National Tech Strategy to secure America's tech leadership and values:,2021-10-21 20:08:28.142,2021,Michael Bennet D-CO,Senate
R,"We are dropping our latest bill, ""Protect Victims of Digital Exploitation and Manipulation Act,” making sexual deepfakes a crime under Chapter 88, Title 18.

Thank you to our cosponsors: 
@realannapaulina
 
@RepMattGaetz
 
@RepBobGood
 

Learn more: https://mace.house.gov/media/press-releases/mace-introduces-bill-aimed-combat-growing-threat-deepfake-pornography…","We are dropping our latest bill, ""Protect Victims of Digital Exploitation and Manipulation Act,” making sexual deepfakes a crime under Chapter 88, Title 18. Thank you to our cosponsors: @realannapaulina @RepMattGaetz @RepBobGood Learn more:",2024-03-06 16:37:57.000,2024,"Mace, Nancy",House
D,"The world is taking steps to regulate AI. That is why as Chair of the 
@JudiciaryDems
 IP Subcommittee, I’m leading hearings and bipartisan discussions to ensure America is the global leader in AI and innovation.","The world is taking steps to regulate AI. That is why as Chair of the @JudiciaryDems IP Subcommittee, I’m leading hearings and bipartisan discussions to ensure America is the global leader in AI and innovation.",2023-09-14 20:57:43.000,2023,"Coons, Christopher ",Senate
R,"This year, as lead Republican of #HSGAC &amp; co-founder and co-chair of the Senate Artificial Intelligence Caucus, I've continued my efforts to promote increased cybersecurity &amp; responsible use of artificial intelligence both inside+outside the federal govt. https://t.co/LXY5h3nqME","This year, as lead Republican of #HSGAC &amp; co-founder and co-chair of the Senate Artificial Intelligence Caucus, I've continued my efforts to promote increased cybersecurity &amp; responsible use of artificial intelligence both inside+outside the federal govt.",2021-12-30 16:26:00.233,2021,Rob Portman R-OH,Senate
R,"@SenatorRounds
 says the U.S. “absolutely” has to incorporate AI in its national defense decision-making processes. “All of our adversaries are doing that today. We have to stay ahead of them.”
#AxiosEvents",@SenatorRounds says the U.S. “absolutely” has to incorporate AI in its national defense decision-making processes. “All of our adversaries are doing that today. We have to stay ahead of them.” #AxiosEvents,2024-02-29 00:41:09.000,2024,"Rounds, Mike",Senate
R,"Experts have been warning for months that deepfakes and AI-generated content have the potential to wreak havoc on our elections

But I have been warning about it since July  of 2018",Experts have been warning for months that deepfakes and AI-generated content have the potential to wreak havoc on our elections But I have been warning about it since July of 2018,2024-01-22 23:44:25.000,2024,"Rubio, Marco",Senate
D,".
@Google
 controls 90% of the search engine market, paying billions to 
@Apple
 to be the default web browser.
 
What's next? Google's in talks to embed its AI tools in iPhones.

This antitrust case is critical to prevent Google from boxing out rivals and maintaining monopoly power.",". @Google controls 90% of the search engine market, paying billions to @Apple to be the default web browser. What's next? Google's in talks to embed its AI tools in iPhones. This antitrust case is critical to prevent Google from boxing out rivals and maintaining monopoly power.",2024-05-06 23:03:05.000,2024,"Warren, Elizabeth",Senate
R,"Unexpected & big: it is famously hard to get people to stop believing in conspiracy theories, but…

A controlled trial finds a 3 round debate with GPT-4 arguing the other side robustly lowers conspiracy theory beliefs and the effects persist over time, even for true believers.","Unexpected & big: it is famously hard to get people to stop believing in conspiracy theories, but… A controlled trial finds a 3 round debate with GPT-4 arguing the other side robustly lowers conspiracy theory beliefs and the effects persist over time, even for true believers.",2024-04-03 21:59:05.000,2024,"Wicker, Roger ",Senate
D,Glad to see the FEC taking the effects of deepfakes on elections seriously and beginning a public comment process for potential new regulations on the use of generative AI. I joined my colleagues in calling for this step in a letter to support the Public Citizen petition.,Glad to see the FEC taking the effects of deepfakes on elections seriously and beginning a public comment process for potential new regulations on the use of generative AI. I joined my colleagues in calling for this step in a letter to support the Public Citizen petition.,2023-08-14 18:31:34.000,2023,"Mullin, Kevin",House
R,"This morning our members met with 
@ThomasOrTK
, CEO of 
@GoogleCloud
, to discuss artificial intelligence, its impact on U.S. national security, and its application across government. We continue to prioritize preparing for the risks and rewards of this emerging technology.","This morning our members met with @ThomasOrTK , CEO of @GoogleCloud , to discuss artificial intelligence, its impact on U.S. national security, and its application across government. We continue to prioritize preparing for the risks and rewards of this emerging technology.",2023-07-18 15:13:30.000,2023,"Womack, Steve",House
D,"This video discusses the harm of algorithmic discrimination. My bill: H.R.6580 - Algorithmic Accountability Act demands new transparency and accountability for automated decision systems. 
#AlgorithmicAccountabilityAct",This video discusses the harm of algorithmic discrimination. My bill: H.R.6580 - Algorithmic Accountability Act demands new transparency and accountability for automated decision systems. #AlgorithmicAccountabilityAct,2022-04-12 16:14:16.885,2022,Yvette Clarke D-NY,House
D,"Locascio says she heard 
@RepDonBeyer
 say earlier in the summit that NIST only has two people working on AI. That was true when Beyer visited NIST over the summer, she says, but NIST now has 30 people working on its AI program full-time.

#TheMessengerAI","Locascio says she heard @RepDonBeyer say earlier in the summit that NIST only has two people working on AI. That was true when Beyer visited NIST over the summer, she says, but NIST now has 30 people working on its AI program full-time. #TheMessengerAI",2023-12-05 16:16:16.000,2023,"Beyer, Don",House
D,"In these dark times, there’s an opportunity for big tech companies to put words of solidarity into action, &amp; limiting facial recognition sales is just a small step towards regulating harmful &amp; unregulated practices. My thoughts with @politico ⬇️:
https://t.co/n2NqDdHTJq https://t.co/J45w1VjuhK","In these dark times, there’s an opportunity for big tech companies to put words of solidarity into action, &amp; limiting facial recognition sales is just a small step towards regulating harmful &amp; unregulated practices. My thoughts with @politico ⬇️:",2020-06-14 17:09:38.234,2020,Yvette Clarke D-NY,House
D,"Facial recognition software is unreliable, especially when used to analyze people of color.

That’s why I joined @RepBobbyRush &amp; @RepRashida in calling on House Leadership to prohibit the use of federal funds for facial recognition software. #RecognizeRacism","Facial recognition software is unreliable, especially when used to analyze people of color. That’s why I joined @RepBobbyRush &amp; @RepRashida in calling on House Leadership to prohibit the use of federal funds for facial recognition software. #RecognizeRacism",2020-07-17 20:03:28.842,2020,Danny Davis D-IL,House
D,"LIVE: Sam Altman, Professor Marcus, & Christina Montgomery testify before my subcommittee as Congress explores sensible standards & principles to address AI’s immense promise & pitfalls. https://twitter.com/i/broadcasts/1yoKMZEzpjpGQ…","LIVE: Sam Altman, Professor Marcus, & Christina Montgomery testify before my subcommittee as Congress explores sensible standards & principles to address AI’s immense promise & pitfalls.",2023-05-16 14:03:55.000,2023,"Blumenthal, Richard",Senate
D,"Generative AI poses new risks for content creators, especially journalists. With local news already in crisis, I urged the DOJ and FTC to investigate whether generative AI products threaten fair competition and innovation by repackaging original content without permission.","Generative AI poses new risks for content creators, especially journalists. With local news already in crisis, I urged the DOJ and FTC to investigate whether generative AI products threaten fair competition and innovation by repackaging original content without permission.",2024-09-10 20:59:30.000,2024,"Klobuchar, Amy",Senate
R,I was pleased to see the release of a National Artificial Intelligence Research &amp; Development Strategic Plan for 2019. We must remain a global leader in AI technology &amp; I will continue to work w/ the White House &amp; Congress on these efforts. Full statement⬇️https://t.co/EsF9LacLyh,I was pleased to see the release of a National Artificial Intelligence Research &amp; Development Strategic Plan for 2019. We must remain a global leader in AI technology &amp; I will continue to work w/ the White House &amp; Congress on these efforts. Full statement⬇️,2019-06-21 18:15:52.263,2019,Elise Stefanik R-NY,House
D,"Is this a real person or a Trump AI account? This started because you said as DNI you’d release the Flynn tapes to prove the batty Trump conspiracy. You didn’t (&amp; you refused to come to Congress). Now that you’re gone, it’s time to “brief the American people.” You had your chance","Is this a real person or a Trump AI account? This started because you said as DNI you’d release the Flynn tapes to prove the batty Trump conspiracy. You didn’t (&amp; you refused to come to Congress). Now that you’re gone, it’s time to “brief the American people.” You had your chance",2020-05-28 18:29:16.456,2020,Eric Swalwell D-CA,House
D,"As the use of AI becomes more prevalent, its energy use is skyrocketing. We can sit here and wonder how these deals will affect our energy grid, our supply chains, and our energy bills—or we can work to understand what this industry means to our work toward a livable future.","As the use of AI becomes more prevalent, its energy use is skyrocketing. We can sit here and wonder how these deals will affect our energy grid, our supply chains, and our energy bills—or we can work to understand what this industry means to our work toward a livable future.",2024-09-20 17:39:56.000,2024,"Markey, Edward ",Senate
R,"AI is an important topic because it's about the future of financial services - we need to get this right. 

Watch my full remarks on #AI
https://youtu.be/g5PLQkr43U8",AI is an important topic because it's about the future of financial services - we need to get this right. Watch my full remarks on #AI,2024-07-24 16:19:35.000,2024,"Hill, J. French",House
D,"Today, I introduced a resolution in Congress calling for the ethical development of artificial intelligence. Congress has a central role to play in shaping the development of AI today for the benefit of all Americans.This resolution is a big first step.  https://t.co/Dgyz2eHiYf","Today, I introduced a resolution in Congress calling for the ethical development of artificial intelligence. Congress has a central role to play in shaping the development of AI today for the benefit of all Americans.This resolution is a big first step.",2019-02-28 17:11:45.201,2019,Brenda Lawrence D-MI,House
D,"We wrote the letter to make sure your best interests are top of mind and the right conversations are happening to prioritize American workers and promote equity in AI. It’s our job to ensure the ""the responsible development and deployment of artificial intelligence.""","We wrote the letter to make sure your best interests are top of mind and the right conversations are happening to prioritize American workers and promote equity in AI. It’s our job to ensure the ""the responsible development and deployment of artificial intelligence.""",2024-03-27 20:58:52.000,2024,"Stevens, Haley",House
R,"In other words, AI development in America is now certain to be controlled by the nation’s biggest monopolists. I’m sure that will work out well for the American people. What could go wrong","In other words, AI development in America is now certain to be controlled by the nation’s biggest monopolists. I’m sure that will work out well for the American people. What could go wrong",2024-03-27 17:00:16.000,2024,"Hawley, Josh",Senate
D,"Over 90% of all deepfake videos made are non-consensual sexually explicit images. Women are targeted 9 times out of 10.

The DEFIANCE Act would be the first federal protection for survivors of deepfake pornography — allowing them to seek the justice they deserve.",Over 90% of all deepfake videos made are non-consensual sexually explicit images. Women are targeted 9 times out of 10. The DEFIANCE Act would be the first federal protection for survivors of deepfake pornography — allowing them to seek the justice they deserve.,2024-05-28 16:17:56.000,2024,"Ocasio-Cortez, Alexandria",House
R,"Today, Senator Hawley sent a letter to Google CEO Sundar Pichai asking him to address the company’s refusal to work with the U.S. Department of Defense while partnering with China on artificial intelligence initiatives. https://t.co/VTPEWQV567","Today, Senator Hawley sent a letter to Google CEO Sundar Pichai asking him to address the company’s refusal to work with the U.S. Department of Defense while partnering with China on artificial intelligence initiatives.",2019-03-28 13:17:53.491,2019,Josh Hawley R-MO,Senate
D,"WATCH: 
@ashleyrgold
 and 
@m_ccuri
 host conversations on the state of public trust around AI, featuring 
@RepTedLieu
 & 
@signalapp
 president 
@mer__edith","WATCH: @ashleyrgold and @m_ccuri host conversations on the state of public trust around AI, featuring @RepTedLieu & @signalapp president @mer__edith",2023-10-25 15:55:00.000,2023,"Lieu, Ted",House
D,"Voters will see an onslaught of deepfakes and ads otherwise manipulated by AI between now and November.

As the line between what is true and fake online becomes increasingly blurred, we must act now to safeguard the integrity of our elections.","Voters will see an onslaught of deepfakes and ads otherwise manipulated by AI between now and November. As the line between what is true and fake online becomes increasingly blurred, we must act now to safeguard the integrity of our elections.",2024-09-23 18:15:06.000,2024,"Schiff, Adam",House
D,"ICYMI: I’m sounding the alarm on the potential abuse of artificial intelligence, such as ChatGPT, to generate persuasive, tailored scams that can impersonate IRS employees and scam families out of their hard-earned money.","ICYMI: I’m sounding the alarm on the potential abuse of artificial intelligence, such as ChatGPT, to generate persuasive, tailored scams that can impersonate IRS employees and scam families out of their hard-earned money.",2023-05-03 18:45:58.000,2023,"Hassan, Maggie",Senate
R," I sent a letter along with 29 of my colleagues to the DOJ demanding an investigation into the use of AI to exploit children. We must increase efforts to protect America’s children online, and hold accountable those who commit such reprehensible actions.","I sent a letter along with 29 of my colleagues to the DOJ demanding an investigation into the use of AI to exploit children. We must increase efforts to protect America’s children online, and hold accountable those who commit such reprehensible actions.",2023-09-15 16:45:38.000,2023,"Good, Bob",House
R,"Elliston Berry was in 9th grade when she was the victim of a deepfake image.

It took over 9 months for Snapchat to take the image down.

Her mom asked the company multiple times to remove it — and my office made ONE phone call and the image was taken down.

It shouldn’t take a",Elliston Berry was in 9th grade when she was the victim of a deepfake image. It took over 9 months for Snapchat to take the image down. Her mom asked the company multiple times to remove it — and my office made ONE phone call and the image was taken down. It shouldn’t take a,2024-06-25 13:52:01.000,2024,"Cruz, Ted",Senate
D,"Current law is full of gaps when it comes to Artificial Intelligence.


@RepMariaSalazar
 and I introduced the bipartisan No AI FRAUD Act to protect Americans from exploitative use of AI.

Under our bill, YOU own the rights to your face and voice, and can sue to protect them.","Current law is full of gaps when it comes to Artificial Intelligence. @RepMariaSalazar and I introduced the bipartisan No AI FRAUD Act to protect Americans from exploitative use of AI. Under our bill, YOU own the rights to your face and voice, and can sue to protect them.",2024-01-10 19:25:52.000,2024,"Dean, Madeleine",House
D,Glad to spend the afternoon sitting down with tech leaders from across Hampton Roads to talk about the opportunities and challenges posed by AI. It’s important to me to hear many perspectives as we craft solutions in the Senate.,Glad to spend the afternoon sitting down with tech leaders from across Hampton Roads to talk about the opportunities and challenges posed by AI. It’s important to me to hear many perspectives as we craft solutions in the Senate.,2023-08-25 20:36:29.000,2023,"Warner, Mark ",Senate
D,"Non-consensual deepfake pornography disproportionately harms women & girls, and it's worsening our childhood trauma crisis.

Congress must take this issue seriously and advance the resources & regulations necessary to protect our students.","Non-consensual deepfake pornography disproportionately harms women & girls, and it's worsening our childhood trauma crisis. Congress must take this issue seriously and advance the resources & regulations necessary to protect our students.",2024-03-13 20:14:25.000,2024,"Pressley, Ayanna",House
R,"NEW: Chair 
@cathymcmorris
 and Rep. 
@JayObernolte
  penned an op-ed in 
@BLaw
 on how the first step toward achieving American #AI leadership is passing a national data privacy and security standard. ↓",NEW: Chair @cathymcmorris and Rep. @JayObernolte penned an op-ed in @BLaw on how the first step toward achieving American #AI leadership is passing a national data privacy and security standard. ↓,2023-11-06 20:22:55.000,2023,"Obernolte, Jay",House
D,"Today, I’m chairing a hearing on facial recognition technology and its impact on our civil rights and liberties.

Tune in live this morning: https://t.co/GLy6rfUd2i","Today, I’m chairing a hearing on facial recognition technology and its impact on our civil rights and liberties. Tune in live this morning:",2019-05-22 13:52:34.671,2019,Elijah Cummings D-MD,House
D,RT @OversightDems: #WatchLIVE Chairwoman @RepMaloney is holding a hearing examining the sale and use of commercial facial recognition techn…,#WatchLIVE Chairwoman @RepMaloney is holding a hearing examining the sale and use of commercial facial recognition techn…,2020-01-15 16:40:43.451,2020,Carolyn Maloney D-NY,House
D,"NEWS: I am honored to accept 
@RepJeffries
’ invitation to join the new Bipartisan Task Force on Artificial Intelligence. 

I look forward to drawing on my experience in the medical profession to craft responsible AI policy that improves overall health outcomes and lowers costs.",NEWS: I am honored to accept @RepJeffries ’ invitation to join the new Bipartisan Task Force on Artificial Intelligence. I look forward to drawing on my experience in the medical profession to craft responsible AI policy that improves overall health outcomes and lowers costs.,2024-02-22 22:04:20.000,2024,"Bera, Ami",House
D,"AI is game-changing innovation and could be critical to solving world issues like climate change, hunger & disease.


@SenatorCantwell
 discussed with 
@NIST
, tech leaders, labor, universities & small businesses about how to educate, train & prepare Americans for jobs of the future.","AI is game-changing innovation and could be critical to solving world issues like climate change, hunger & disease. @SenatorCantwell discussed with @NIST , tech leaders, labor, universities & small businesses about how to educate, train & prepare Americans for jobs of the future.",2023-09-01 16:38:26.000,2023,"Cantwell, Maria",Senate
R,"Honored to be appointed Co-Chair of the AI Advisory Council by House Speaker 
@DadePhelan
. The use of AI in state government brings many risks to Texans' privacy, civil rights, and liberty! Let's harness the potential of AI for the benefit of all Texans. #txlege","Honored to be appointed Co-Chair of the AI Advisory Council by House Speaker @DadePhelan . The use of AI in state government brings many risks to Texans' privacy, civil rights, and liberty! Let's harness the potential of AI for the benefit of all Texans. #txlege",2024-02-23 23:29:39.000,2024,"Cornyn, John",Senate
R,"America is the world leader on artificial intelligence. 

But China and Russia are using it to attack the U.S. economically and militarily, and we must continue to invest in research to maintain our advantage.","America is the world leader on artificial intelligence. But China and Russia are using it to attack the U.S. economically and militarily, and we must continue to invest in research to maintain our advantage.",2023-07-11 14:34:01.000,2023,"Cotton, Tom",Senate
D,"I cannot stress the urgency of why my DEEPFAKES Accountability Act must become law.

Voters deserve transparency — especially when deepfaked videos spread disinformation & bias during our elections.

The stakes are too high and Congress is behind.",I cannot stress the urgency of why my DEEPFAKES Accountability Act must become law. Voters deserve transparency — especially when deepfaked videos spread disinformation & bias during our elections. The stakes are too high and Congress is behind.,2024-08-05 17:54:24.000,2024,"Clarke, Yvette ",House
R,"AI technologies hold incredible potential for the future of our country, and it is important for Congress to provide guidance to industry as new applications emerge.","AI technologies hold incredible potential for the future of our country, and it is important for Congress to provide guidance to industry as new applications emerge.",2023-11-17 02:15:00.000,2023,"Wicker, Roger ",Senate
D,"The Protect Elections from Deceptive AI Act would prohibit the distribution of materially deceptive AI in political ads or fundraising efforts.

“Like any emerging technology, AI comes with risk, and we’d better be ready,” 
@SenAmyKlobuchar
 said.","The Protect Elections from Deceptive AI Act would prohibit the distribution of materially deceptive AI in political ads or fundraising efforts. “Like any emerging technology, AI comes with risk, and we’d better be ready,” @SenAmyKlobuchar said.",2023-09-28 18:34:00.000,2023,"Klobuchar, Amy",Senate
R,"Thank you, 
@karaafrederick
!  

It's critical that human beings in the chain of command, not AI, have the final say over sensitive military decisions.","Thank you, @karaafrederick ! It's critical that human beings in the chain of command, not AI, have the final say over sensitive military decisions.",2023-07-07 19:47:31.000,2023,"Buck, Ken",House
D,"AI is creating more realistic deepfakes, making it harder to tell the difference between what’s real & what’s fake. 
@RepBuddyCarter
 & I joined 
@ASP
 to discuss how this technology can be abused & what Congress can do to set strong guardrails.

Watch here ","AI is creating more realistic deepfakes, making it harder to tell the difference between what’s real & what’s fake. @RepBuddyCarter & I joined @ASP to discuss how this technology can be abused & what Congress can do to set strong guardrails. Watch here",2023-12-09 00:13:00.000,2023,"DelBene, Suzan",House
D,"The accessibility of A.I. tools and software has fueled the epidemic of nonconsensual, sexually explicit deepfakes—almost exclusively targeting women.

We must act swiftly by passing my Preventing Deepfakes of Intimate Images Act to make this abhorrent behavior a federal crime.","The accessibility of A.I. tools and software has fueled the epidemic of nonconsensual, sexually explicit deepfakes—almost exclusively targeting women. We must act swiftly by passing my Preventing Deepfakes of Intimate Images Act to make this abhorrent behavior a federal crime.",2024-02-20 22:13:00.000,2024,"Morelle, Joe",House
D,"Next week, 
@TyranceIi
, Founder and Executive Director of Black Tech Street, will speak on my 
@CBCFInc
 panel about how AI can be leveraged to create economic opportunities for Black entrepreneurs.

Watch this space for more information on this exciting panel!","Next week, @TyranceIi , Founder and Executive Director of Black Tech Street, will speak on my @CBCFInc panel about how AI can be leveraged to create economic opportunities for Black entrepreneurs. Watch this space for more information on this exciting panel!",2024-09-06 19:27:00.000,2024,"Butler, Laphonza",Senate
R,"AI is real. It’s here to stay. And the United States needs to be a world leader in this field so we can shape how it is used in the future before others can. Appreciated the opportunity to visit with 
@BriAlNews
 and 
@DakotaNews_Now
 about my work on AI:",AI is real. It’s here to stay. And the United States needs to be a world leader in this field so we can shape how it is used in the future before others can. Appreciated the opportunity to visit with @BriAlNews and @DakotaNews_Now about my work on AI:,2024-07-30 14:31:22.000,2024,"Rounds, Mike",Senate
R,"ICYMI: Chairman 
@RepMoolenaar
, RM 
@CongressmanRaja
, 
@HouseForeignGOP
 Chair 
@RepMcCaul
 & 
@RepSusanWild
 introduced the ENFORCE Act. 

This bill would help prevent adversaries like the CCP from accessing advanced U.S. artificial intelligence systems.  http://selectcommitteeontheccp.house.gov/media/press-releases/bipartisan-coalition-introduces-bill-stop-adversaries-gaining-access-advanced…","ICYMI: Chairman @RepMoolenaar , RM @CongressmanRaja , @HouseForeignGOP Chair @RepMcCaul & @RepSusanWild introduced the ENFORCE Act. This bill would help prevent adversaries like the CCP from accessing advanced U.S. artificial intelligence systems.",2024-05-14 14:22:19.000,2024,"Moolenaar, John",House
D,"NEWS: The Senate passed 
@SenatorDurbin
’s DEFIANCE Act to combat sexually explicit AI-generated deepfakes.

From everyday Americans to celebrities like Taylor Swift or Megan Thee Stallion, these types of malicious deepfakes have hurt people's lives.

The victims deserve justice.","NEWS: The Senate passed @SenatorDurbin ’s DEFIANCE Act to combat sexually explicit AI-generated deepfakes. From everyday Americans to celebrities like Taylor Swift or Megan Thee Stallion, these types of malicious deepfakes have hurt people's lives. The victims deserve justice.",2024-07-24 00:47:28.000,2024,"Schumer, Charles ",Senate
R,"Holy cow! This is what Grok said about me.

What if… what the established institutions really fear about X is that X is rolling out the world’s first Artificial Intelligence WITHOUT the woke mind virus service pack?",Holy cow! This is what Grok said about me. What if… what the established institutions really fear about X is that X is rolling out the world’s first Artificial Intelligence WITHOUT the woke mind virus service pack?,2023-12-08 16:07:28.000,2023,"Massie, Thomas",House
D,"AI innovation holds promise, but Congress must work together with labor and industry to support new AI education and training to prepare Americans for jobs of the future.

Chair 
@SenatorCantwell
 with 
@AFLCIO
 President 
@LizShuler
 at today’s Senate Artificial Intelligence Forum.","AI innovation holds promise, but Congress must work together with labor and industry to support new AI education and training to prepare Americans for jobs of the future. Chair @SenatorCantwell with @AFLCIO President @LizShuler at today’s Senate Artificial Intelligence Forum.",2023-09-13 23:02:21.000,2023,"Cantwell, Maria",Senate
